customer_id,customer_name,email,join_date
799,Customer_546,customer859@example.com,2022-01-02
672,Customer_826,customer74@example.com,2022-01-01
432,Customer_957,customer888@example.com,2022-01-18
747,Customer_206,customer238@example.com,2022-01-11
633,Customer_753,customer796@example.com,2022-01-29
790,Customer_161,customer576@example.com,2022-01-01
945,Customer_440,customer677@example.com,2022-01-08
329,Customer_299,customer56@example.com,2022-01-06
328,Customer_177,customer784@example.com,2022-01-01
851,Customer_396,customer771@example.com,2022-01-06
631,Customer_695,customer355@example.com,2022-01-15
702,Customer_390,customer386@example.com,2022-01-25
571,Customer_387,customer148@example.com,2022-01-16
182,Customer_660,customer384@example.com,2022-01-28
117,Customer_71,customer61@example.com,2022-01-30
779,Customer_761,customer751@example.com,2022-01-23
889,Customer_810,customer413@example.com,2022-01-25
860,Customer_401,customer100@example.com,2022-01-27
997,Customer_741,customer411@example.com,2022-01-03
759,Customer_241,customer185@example.com,2022-01-25
557,Customer_60,customer495@example.com,2022-01-03
909,Customer_781,customer575@example.com,2022-01-18
196,Customer_250,customer663@example.com,2022-01-10
871,Customer_7,customer99@example.com,2022-01-25
785,Customer_89,customer195@example.com,2022-01-18
902,Customer_113,customer638@example.com,2022-01-19
891,Customer_540,customer832@example.com,2022-01-19
717,Customer_925,customer823@example.com,2022-01-03
485,Customer_773,customer146@example.com,2022-01-21
535,Customer_999,customer119@example.com,2022-01-07
469,Customer_913,customer396@example.com,2022-01-07
192,Customer_793,customer991@example.com,2022-01-05
314,Customer_973,customer753@example.com,2022-01-02
652,Customer_339,customer553@example.com,2022-01-15
31,Customer_11,customer772@example.com,2022-01-23
32,Customer_360,customer477@example.com,2022-01-09
320,Customer_277,customer652@example.com,2022-01-28
707,Customer_427,customer323@example.com,2022-01-27
248,Customer_819,customer54@example.com,2022-01-07
597,Customer_224,customer904@example.com,2022-01-14
504,Customer_857,customer210@example.com,2022-01-16
707,Customer_116,customer290@example.com,2022-01-25
266,Customer_277,customer740@example.com,2022-01-28
303,Customer_577,customer888@example.com,2022-01-09
807,Customer_570,customer507@example.com,2022-01-09
859,Customer_748,customer832@example.com,2022-01-10
97,Customer_545,customer337@example.com,2022-01-01
541,Customer_192,customer57@example.com,2022-01-30
792,Customer_95,customer954@example.com,2022-01-08
583,Customer_758,customer51@example.com,2022-01-13
508,Customer_818,customer927@example.com,2022-01-15
16,Customer_182,customer367@example.com,2022-01-11
274,Customer_459,customer56@example.com,2022-01-12
258,Customer_54,customer284@example.com,2022-01-27
18,Customer_320,customer585@example.com,2022-01-28
224,Customer_902,customer553@example.com,2022-01-07
419,Customer_860,customer530@example.com,2022-01-02
339,Customer_385,customer36@example.com,2022-01-13
714,Customer_475,customer637@example.com,2022-01-31
781,Customer_220,customer166@example.com,2022-01-18
400,Customer_520,customer731@example.com,2022-01-18
541,Customer_263,customer652@example.com,2022-01-05
528,Customer_481,customer416@example.com,2022-01-04
704,Customer_299,customer399@example.com,2022-01-04
621,Customer_706,customer697@example.com,2022-01-15
242,Customer_439,customer147@example.com,2022-01-28
390,Customer_463,customer695@example.com,2022-01-23
426,Customer_6,customer730@example.com,2022-01-15
386,Customer_811,customer288@example.com,2022-01-14
2,Customer_281,customer325@example.com,2022-01-17
891,Customer_336,customer470@example.com,2022-01-22
478,Customer_887,customer57@example.com,2022-01-31
629,Customer_277,customer421@example.com,2022-01-28
271,Customer_761,customer578@example.com,2022-01-29
447,Customer_453,customer765@example.com,2022-01-23
246,Customer_197,customer204@example.com,2022-01-29
354,Customer_9,customer140@example.com,2022-01-23
382,Customer_397,customer187@example.com,2022-01-17
438,Customer_837,customer417@example.com,2022-01-17
241,Customer_768,customer190@example.com,2022-01-05
779,Customer_440,customer461@example.com,2022-01-22
643,Customer_235,customer700@example.com,2022-01-20
786,Customer_929,customer262@example.com,2022-01-04
509,Customer_142,customer353@example.com,2022-01-21
916,Customer_812,customer963@example.com,2022-01-07
670,Customer_136,customer759@example.com,2022-01-18
453,Customer_734,customer694@example.com,2022-01-13
201,Customer_268,customer195@example.com,2022-01-18
392,Customer_146,customer794@example.com,2022-01-12
916,Customer_347,customer485@example.com,2022-01-07
834,Customer_22,customer789@example.com,2022-01-11
387,Customer_64,customer886@example.com,2022-01-10
238,Customer_334,customer720@example.com,2022-01-24
73,Customer_608,customer812@example.com,2022-01-23
293,Customer_913,customer50@example.com,2022-01-19
600,Customer_164,customer16@example.com,2022-01-28
474,Customer_415,customer761@example.com,2022-01-16
584,Customer_849,customer799@example.com,2022-01-25
763,Customer_503,customer412@example.com,2022-01-07
953,Customer_540,customer299@example.com,2022-01-21
658,Customer_433,customer728@example.com,2022-01-19
631,Customer_331,customer475@example.com,2022-01-12
724,Customer_943,customer812@example.com,2022-01-28
746,Customer_706,customer83@example.com,2022-01-17
300,Customer_4,customer813@example.com,2022-01-01
169,Customer_280,customer439@example.com,2022-01-10
849,Customer_392,customer403@example.com,2022-01-24
10,Customer_963,customer205@example.com,2022-01-31
401,Customer_872,customer548@example.com,2022-01-30
62,Customer_451,customer187@example.com,2022-01-13
711,Customer_425,customer213@example.com,2022-01-25
368,Customer_870,customer211@example.com,2022-01-03
325,Customer_312,customer634@example.com,2022-01-28
722,Customer_822,customer490@example.com,2022-01-30
522,Customer_625,customer720@example.com,2022-01-29
280,Customer_401,customer565@example.com,2022-01-03
12,Customer_295,customer684@example.com,2022-01-13
713,Customer_848,customer567@example.com,2022-01-02
954,Customer_748,customer326@example.com,2022-01-01
938,Customer_40,customer71@example.com,2022-01-24
145,Customer_253,customer697@example.com,2022-01-07
252,Customer_197,customer37@example.com,2022-01-09
130,Customer_445,customer747@example.com,2022-01-09
615,Customer_790,customer89@example.com,2022-01-14
131,Customer_38,customer766@example.com,2022-01-18
895,Customer_865,customer413@example.com,2022-01-14
733,Customer_884,customer383@example.com,2022-01-13
617,Customer_983,customer139@example.com,2022-01-04
645,Customer_184,customer133@example.com,2022-01-09
670,Customer_954,customer444@example.com,2022-01-23
195,Customer_503,customer961@example.com,2022-01-05
801,Customer_108,customer775@example.com,2022-01-23
626,Customer_971,customer50@example.com,2022-01-18
257,Customer_48,customer994@example.com,2022-01-12
232,Customer_627,customer516@example.com,2022-01-22
614,Customer_253,customer189@example.com,2022-01-04
23,Customer_113,customer298@example.com,2022-01-25
748,Customer_880,customer97@example.com,2022-01-19
880,Customer_298,customer478@example.com,2022-01-03
467,Customer_143,customer665@example.com,2022-01-19
737,Customer_428,customer242@example.com,2022-01-09
740,Customer_367,customer547@example.com,2022-01-16
799,Customer_39,customer333@example.com,2022-01-10
44,Customer_953,customer919@example.com,2022-01-07
118,Customer_173,customer675@example.com,2022-01-03
411,Customer_94,customer283@example.com,2022-01-31
216,Customer_663,customer161@example.com,2022-01-21
38,Customer_90,customer58@example.com,2022-01-05
391,Customer_100,customer29@example.com,2022-01-26
523,Customer_599,customer465@example.com,2022-01-20
735,Customer_491,customer736@example.com,2022-01-21
226,Customer_593,customer602@example.com,2022-01-10
947,Customer_251,customer9@example.com,2022-01-07
353,Customer_530,customer245@example.com,2022-01-21
23,Customer_342,customer992@example.com,2022-01-25
65,Customer_382,customer780@example.com,2022-01-31
155,Customer_696,customer363@example.com,2022-01-17
255,Customer_480,customer465@example.com,2022-01-06
726,Customer_6,customer386@example.com,2022-01-16
701,Customer_329,customer91@example.com,2022-01-30
611,Customer_232,customer410@example.com,2022-01-24
127,Customer_310,customer858@example.com,2022-01-28
723,Customer_41,customer721@example.com,2022-01-29
402,Customer_961,customer743@example.com,2022-01-15
979,Customer_686,customer167@example.com,2022-01-15
400,Customer_247,customer310@example.com,2022-01-25
867,Customer_714,customer374@example.com,2022-01-20
110,Customer_804,customer672@example.com,2022-01-28
488,Customer_777,customer716@example.com,2022-01-04
945,Customer_272,customer425@example.com,2022-01-19
441,Customer_763,customer196@example.com,2022-01-01
987,Customer_38,customer636@example.com,2022-01-08
70,Customer_639,customer750@example.com,2022-01-04
937,Customer_431,customer3@example.com,2022-01-26
867,Customer_31,customer123@example.com,2022-01-10
17,Customer_407,customer88@example.com,2022-01-06
237,Customer_466,customer688@example.com,2022-01-18
10,Customer_872,customer175@example.com,2022-01-12
753,Customer_713,customer190@example.com,2022-01-22
779,Customer_991,customer841@example.com,2022-01-19
223,Customer_8,customer539@example.com,2022-01-16
447,Customer_770,customer745@example.com,2022-01-18
622,Customer_913,customer466@example.com,2022-01-01
301,Customer_342,customer585@example.com,2022-01-23
304,Customer_100,customer76@example.com,2022-01-14
150,Customer_594,customer992@example.com,2022-01-10
820,Customer_349,customer184@example.com,2022-01-27
370,Customer_74,customer283@example.com,2022-01-01
978,Customer_367,customer284@example.com,2022-01-05
388,Customer_999,customer691@example.com,2022-01-13
208,Customer_814,customer499@example.com,2022-01-13
163,Customer_577,customer958@example.com,2022-01-06
897,Customer_270,customer487@example.com,2022-01-29
305,Customer_517,customer30@example.com,2022-01-18
561,Customer_765,customer264@example.com,2022-01-13
715,Customer_566,customer616@example.com,2022-01-11
713,Customer_221,customer926@example.com,2022-01-11
480,Customer_767,customer540@example.com,2022-01-11
204,Customer_756,customer681@example.com,2022-01-04
227,Customer_735,customer274@example.com,2022-01-05
403,Customer_809,customer431@example.com,2022-01-02
342,Customer_191,customer835@example.com,2022-01-10
721,Customer_756,customer450@example.com,2022-01-15
204,Customer_82,customer96@example.com,2022-01-02
366,Customer_384,customer51@example.com,2022-01-21
633,Customer_584,customer207@example.com,2022-01-06
608,Customer_328,customer821@example.com,2022-01-02
150,Customer_980,customer568@example.com,2022-01-31
431,Customer_32,customer586@example.com,2022-01-13
638,Customer_99,customer393@example.com,2022-01-04
713,Customer_403,customer882@example.com,2022-01-28
215,Customer_302,customer263@example.com,2022-01-06
319,Customer_546,customer80@example.com,2022-01-20
396,Customer_224,customer416@example.com,2022-01-31
248,Customer_907,customer875@example.com,2022-01-21
225,Customer_208,customer731@example.com,2022-01-07
603,Customer_500,customer595@example.com,2022-01-11
828,Customer_536,customer912@example.com,2022-01-18
654,Customer_665,customer171@example.com,2022-01-29
447,Customer_778,customer407@example.com,2022-01-18
577,Customer_632,customer243@example.com,2022-01-12
253,Customer_665,customer410@example.com,2022-01-22
650,Customer_82,customer668@example.com,2022-01-01
360,Customer_846,customer833@example.com,2022-01-20
100,Customer_234,customer942@example.com,2022-01-08
861,Customer_69,customer118@example.com,2022-01-28
477,Customer_337,customer518@example.com,2022-01-08
866,Customer_87,customer718@example.com,2022-01-25
67,Customer_21,customer162@example.com,2022-01-14
666,Customer_568,customer867@example.com,2022-01-30
960,Customer_698,customer812@example.com,2022-01-15
54,Customer_370,customer235@example.com,2022-01-27
985,Customer_28,customer914@example.com,2022-01-18
859,Customer_898,customer626@example.com,2022-01-14
521,Customer_66,customer288@example.com,2022-01-30
766,Customer_865,customer263@example.com,2022-01-02
393,Customer_70,customer329@example.com,2022-01-02
119,Customer_302,customer204@example.com,2022-01-19
779,Customer_529,customer754@example.com,2022-01-06
188,Customer_681,customer678@example.com,2022-01-12
831,Customer_709,customer778@example.com,2022-01-02
772,Customer_133,customer682@example.com,2022-01-06
492,Customer_130,customer832@example.com,2022-01-03
408,Customer_802,customer317@example.com,2022-01-24
12,Customer_918,customer618@example.com,2022-01-15
897,Customer_745,customer376@example.com,2022-01-20
794,Customer_735,customer842@example.com,2022-01-01
966,Customer_563,customer896@example.com,2022-01-19
252,Customer_892,customer633@example.com,2022-01-13
34,Customer_456,customer964@example.com,2022-01-26
102,Customer_198,customer705@example.com,2022-01-31
617,Customer_705,customer96@example.com,2022-01-27
681,Customer_464,customer365@example.com,2022-01-04
189,Customer_390,customer704@example.com,2022-01-02
322,Customer_503,customer111@example.com,2022-01-14
45,Customer_436,customer669@example.com,2022-01-02
886,Customer_908,customer577@example.com,2022-01-31
21,Customer_675,customer577@example.com,2022-01-20
805,Customer_445,customer470@example.com,2022-01-23
541,Customer_606,customer434@example.com,2022-01-23
165,Customer_576,customer380@example.com,2022-01-13
343,Customer_538,customer873@example.com,2022-01-22
851,Customer_104,customer136@example.com,2022-01-15
132,Customer_536,customer809@example.com,2022-01-24
160,Customer_604,customer619@example.com,2022-01-22
16,Customer_179,customer113@example.com,2022-01-05
199,Customer_594,customer153@example.com,2022-01-16
343,Customer_253,customer466@example.com,2022-01-22
497,Customer_758,customer47@example.com,2022-01-14
85,Customer_514,customer187@example.com,2022-01-31
154,Customer_749,customer577@example.com,2022-01-23
201,Customer_970,customer28@example.com,2022-01-30
954,Customer_860,customer363@example.com,2022-01-22
765,Customer_103,customer104@example.com,2022-01-16
293,Customer_905,customer942@example.com,2022-01-31
419,Customer_943,customer185@example.com,2022-01-10
395,Customer_920,customer518@example.com,2022-01-15
307,Customer_960,customer561@example.com,2022-01-25
502,Customer_331,customer621@example.com,2022-01-21
476,Customer_964,customer484@example.com,2022-01-04
811,Customer_13,customer887@example.com,2022-01-24
489,Customer_627,customer154@example.com,2022-01-24
548,Customer_576,customer487@example.com,2022-01-10
213,Customer_716,customer190@example.com,2022-01-15
741,Customer_372,customer351@example.com,2022-01-01
264,Customer_328,customer433@example.com,2022-01-29
8,Customer_718,customer287@example.com,2022-01-11
288,Customer_188,customer353@example.com,2022-01-24
672,Customer_41,customer714@example.com,2022-01-13
226,Customer_264,customer605@example.com,2022-01-06
560,Customer_606,customer23@example.com,2022-01-07
560,Customer_482,customer480@example.com,2022-01-04
348,Customer_300,customer161@example.com,2022-01-20
169,Customer_362,customer977@example.com,2022-01-12
258,Customer_608,customer796@example.com,2022-01-17
47,Customer_783,customer154@example.com,2022-01-06
611,Customer_743,customer658@example.com,2022-01-19
749,Customer_577,customer750@example.com,2022-01-30
719,Customer_423,customer543@example.com,2022-01-12
439,Customer_934,customer608@example.com,2022-01-05
145,Customer_676,customer708@example.com,2022-01-05
583,Customer_147,customer955@example.com,2022-01-08
140,Customer_929,customer795@example.com,2022-01-19
859,Customer_632,customer305@example.com,2022-01-14
358,Customer_478,customer599@example.com,2022-01-15
876,Customer_892,customer328@example.com,2022-01-30
745,Customer_225,customer485@example.com,2022-01-31
407,Customer_611,customer215@example.com,2022-01-01
520,Customer_820,customer70@example.com,2022-01-28
669,Customer_713,customer818@example.com,2022-01-11
48,Customer_278,customer67@example.com,2022-01-20
143,Customer_146,customer973@example.com,2022-01-16
155,Customer_79,customer652@example.com,2022-01-10
632,Customer_155,customer680@example.com,2022-01-18
233,Customer_447,customer105@example.com,2022-01-29
88,Customer_63,customer4@example.com,2022-01-15
356,Customer_357,customer913@example.com,2022-01-07
445,Customer_715,customer544@example.com,2022-01-21
93,Customer_947,customer697@example.com,2022-01-15
91,Customer_641,customer311@example.com,2022-01-17
881,Customer_853,customer245@example.com,2022-01-03
852,Customer_100,customer154@example.com,2022-01-28
269,Customer_620,customer764@example.com,2022-01-29
897,Customer_135,customer219@example.com,2022-01-09
190,Customer_98,customer739@example.com,2022-01-15
720,Customer_439,customer129@example.com,2022-01-28
379,Customer_29,customer25@example.com,2022-01-28
785,Customer_947,customer269@example.com,2022-01-28
508,Customer_637,customer850@example.com,2022-01-14
285,Customer_365,customer97@example.com,2022-01-11
739,Customer_943,customer388@example.com,2022-01-07
393,Customer_522,customer249@example.com,2022-01-09
66,Customer_701,customer1000@example.com,2022-01-13
294,Customer_515,customer828@example.com,2022-01-02
472,Customer_386,customer810@example.com,2022-01-09
418,Customer_779,customer643@example.com,2022-01-01
729,Customer_633,customer178@example.com,2022-01-02
182,Customer_187,customer338@example.com,2022-01-27
51,Customer_152,customer916@example.com,2022-01-31
646,Customer_992,customer384@example.com,2022-01-12
441,Customer_748,customer559@example.com,2022-01-30
9,Customer_750,customer74@example.com,2022-01-31
714,Customer_59,customer866@example.com,2022-01-02
290,Customer_334,customer125@example.com,2022-01-17
825,Customer_645,customer807@example.com,2022-01-30
609,Customer_889,customer183@example.com,2022-01-03
802,Customer_1,customer557@example.com,2022-01-12
529,Customer_150,customer281@example.com,2022-01-22
160,Customer_431,customer773@example.com,2022-01-10
138,Customer_927,customer898@example.com,2022-01-30
596,Customer_673,customer109@example.com,2022-01-09
909,Customer_152,customer816@example.com,2022-01-28
855,Customer_563,customer992@example.com,2022-01-11
739,Customer_734,customer623@example.com,2022-01-10
215,Customer_365,customer634@example.com,2022-01-04
636,Customer_282,customer610@example.com,2022-01-30
701,Customer_599,customer616@example.com,2022-01-29
216,Customer_983,customer425@example.com,2022-01-08
894,Customer_701,customer38@example.com,2022-01-23
126,Customer_543,customer415@example.com,2022-01-08
732,Customer_335,customer509@example.com,2022-01-11
352,Customer_249,customer342@example.com,2022-01-10
580,Customer_275,customer224@example.com,2022-01-28
749,Customer_605,customer47@example.com,2022-01-08
491,Customer_514,customer336@example.com,2022-01-15
915,Customer_739,customer542@example.com,2022-01-25
861,Customer_516,customer555@example.com,2022-01-24
875,Customer_564,customer652@example.com,2022-01-12
440,Customer_131,customer563@example.com,2022-01-01
478,Customer_88,customer544@example.com,2022-01-18
439,Customer_281,customer918@example.com,2022-01-23
256,Customer_66,customer411@example.com,2022-01-29
965,Customer_827,customer257@example.com,2022-01-24
961,Customer_819,customer575@example.com,2022-01-19
973,Customer_410,customer806@example.com,2022-01-15
230,Customer_464,customer732@example.com,2022-01-29
47,Customer_429,customer233@example.com,2022-01-28
495,Customer_475,customer251@example.com,2022-01-03
517,Customer_591,customer678@example.com,2022-01-10
45,Customer_667,customer586@example.com,2022-01-04
273,Customer_195,customer383@example.com,2022-01-23
542,Customer_525,customer377@example.com,2022-01-13
266,Customer_595,customer953@example.com,2022-01-14
857,Customer_20,customer836@example.com,2022-01-30
212,Customer_807,customer937@example.com,2022-01-11
775,Customer_751,customer340@example.com,2022-01-10
5,Customer_632,customer838@example.com,2022-01-30
586,Customer_117,customer198@example.com,2022-01-20
68,Customer_95,customer135@example.com,2022-01-22
628,Customer_201,customer351@example.com,2022-01-31
254,Customer_868,customer341@example.com,2022-01-30
980,Customer_985,customer521@example.com,2022-01-06
619,Customer_279,customer615@example.com,2022-01-01
227,Customer_583,customer356@example.com,2022-01-23
94,Customer_575,customer818@example.com,2022-01-09
579,Customer_50,customer824@example.com,2022-01-04
582,Customer_164,customer33@example.com,2022-01-19
359,Customer_3,customer931@example.com,2022-01-28
864,Customer_546,customer23@example.com,2022-01-15
732,Customer_473,customer706@example.com,2022-01-17
689,Customer_27,customer507@example.com,2022-01-09
961,Customer_390,customer857@example.com,2022-01-04
938,Customer_939,customer324@example.com,2022-01-06
228,Customer_633,customer830@example.com,2022-01-23
343,Customer_653,customer75@example.com,2022-01-11
749,Customer_500,customer717@example.com,2022-01-19
852,Customer_271,customer892@example.com,2022-01-19
692,Customer_375,customer158@example.com,2022-01-25
647,Customer_201,customer703@example.com,2022-01-24
273,Customer_346,customer385@example.com,2022-01-22
118,Customer_571,customer853@example.com,2022-01-07
631,Customer_271,customer854@example.com,2022-01-13
140,Customer_686,customer53@example.com,2022-01-04
133,Customer_784,customer516@example.com,2022-01-07
577,Customer_39,customer731@example.com,2022-01-29
345,Customer_706,customer770@example.com,2022-01-31
889,Customer_941,customer351@example.com,2022-01-30
627,Customer_724,customer557@example.com,2022-01-21
861,Customer_941,customer944@example.com,2022-01-18
338,Customer_284,customer589@example.com,2022-01-19
18,Customer_395,customer6@example.com,2022-01-12
31,Customer_21,customer272@example.com,2022-01-20
595,Customer_85,customer421@example.com,2022-01-26
348,Customer_147,customer373@example.com,2022-01-16
200,Customer_612,customer133@example.com,2022-01-06
901,Customer_944,customer314@example.com,2022-01-24
118,Customer_406,customer769@example.com,2022-01-06
993,Customer_636,customer154@example.com,2022-01-20
573,Customer_270,customer186@example.com,2022-01-07
76,Customer_877,customer423@example.com,2022-01-10
666,Customer_13,customer323@example.com,2022-01-15
268,Customer_118,customer218@example.com,2022-01-03
798,Customer_353,customer638@example.com,2022-01-07
135,Customer_449,customer716@example.com,2022-01-24
977,Customer_664,customer543@example.com,2022-01-28
231,Customer_341,customer423@example.com,2022-01-30
674,Customer_470,customer378@example.com,2022-01-01
106,Customer_632,customer130@example.com,2022-01-14
748,Customer_514,customer377@example.com,2022-01-15
261,Customer_794,customer596@example.com,2022-01-14
505,Customer_329,customer280@example.com,2022-01-30
642,Customer_63,customer753@example.com,2022-01-14
947,Customer_815,customer868@example.com,2022-01-19
432,Customer_29,customer857@example.com,2022-01-08
791,Customer_55,customer123@example.com,2022-01-06
963,Customer_919,customer969@example.com,2022-01-01
118,Customer_490,customer936@example.com,2022-01-12
362,Customer_454,customer768@example.com,2022-01-15
896,Customer_100,customer317@example.com,2022-01-23
252,Customer_501,customer362@example.com,2022-01-11
944,Customer_737,customer332@example.com,2022-01-13
640,Customer_583,customer377@example.com,2022-01-20
739,Customer_177,customer629@example.com,2022-01-15
803,Customer_952,customer901@example.com,2022-01-23
574,Customer_23,customer864@example.com,2022-01-25
60,Customer_903,customer832@example.com,2022-01-19
472,Customer_921,customer456@example.com,2022-01-16
205,Customer_460,customer655@example.com,2022-01-26
160,Customer_881,customer477@example.com,2022-01-23
225,Customer_856,customer660@example.com,2022-01-19
42,Customer_863,customer765@example.com,2022-01-15
903,Customer_562,customer814@example.com,2022-01-10
252,Customer_677,customer521@example.com,2022-01-31
213,Customer_512,customer573@example.com,2022-01-11
698,Customer_969,customer389@example.com,2022-01-21
737,Customer_153,customer126@example.com,2022-01-16
850,Customer_825,customer136@example.com,2022-01-20
575,Customer_640,customer231@example.com,2022-01-11
628,Customer_733,customer314@example.com,2022-01-30
341,Customer_629,customer537@example.com,2022-01-14
963,Customer_225,customer517@example.com,2022-01-06
894,Customer_367,customer652@example.com,2022-01-28
676,Customer_254,customer394@example.com,2022-01-26
762,Customer_794,customer410@example.com,2022-01-14
115,Customer_678,customer994@example.com,2022-01-15
10,Customer_707,customer190@example.com,2022-01-22
23,Customer_500,customer659@example.com,2022-01-22
821,Customer_325,customer170@example.com,2022-01-04
627,Customer_73,customer156@example.com,2022-01-14
601,Customer_578,customer895@example.com,2022-01-27
81,Customer_113,customer127@example.com,2022-01-29
366,Customer_518,customer583@example.com,2022-01-01
384,Customer_259,customer553@example.com,2022-01-05
16,Customer_425,customer273@example.com,2022-01-23
798,Customer_285,customer75@example.com,2022-01-25
259,Customer_258,customer758@example.com,2022-01-05
410,Customer_253,customer231@example.com,2022-01-27
158,Customer_799,customer747@example.com,2022-01-10
322,Customer_577,customer97@example.com,2022-01-11
373,Customer_456,customer470@example.com,2022-01-21
439,Customer_550,customer171@example.com,2022-01-13
933,Customer_547,customer748@example.com,2022-01-30
690,Customer_341,customer83@example.com,2022-01-02
328,Customer_651,customer555@example.com,2022-01-20
733,Customer_829,customer802@example.com,2022-01-13
278,Customer_490,customer691@example.com,2022-01-12
74,Customer_909,customer742@example.com,2022-01-23
521,Customer_453,customer368@example.com,2022-01-31
582,Customer_955,customer792@example.com,2022-01-31
448,Customer_667,customer262@example.com,2022-01-23
930,Customer_202,customer598@example.com,2022-01-25
566,Customer_327,customer718@example.com,2022-01-31
759,Customer_643,customer465@example.com,2022-01-30
704,Customer_533,customer13@example.com,2022-01-28
278,Customer_288,customer397@example.com,2022-01-31
646,Customer_326,customer341@example.com,2022-01-03
180,Customer_265,customer91@example.com,2022-01-05
290,Customer_209,customer88@example.com,2022-01-21
725,Customer_326,customer248@example.com,2022-01-14
772,Customer_281,customer9@example.com,2022-01-19
925,Customer_803,customer856@example.com,2022-01-24
369,Customer_639,customer459@example.com,2022-01-06
34,Customer_251,customer603@example.com,2022-01-01
795,Customer_104,customer159@example.com,2022-01-17
655,Customer_160,customer385@example.com,2022-01-18
96,Customer_566,customer493@example.com,2022-01-28
484,Customer_722,customer398@example.com,2022-01-26
292,Customer_816,customer781@example.com,2022-01-22
960,Customer_465,customer559@example.com,2022-01-17
350,Customer_406,customer725@example.com,2022-01-12
90,Customer_653,customer352@example.com,2022-01-01
404,Customer_709,customer144@example.com,2022-01-09
25,Customer_511,customer321@example.com,2022-01-26
424,Customer_627,customer827@example.com,2022-01-10
981,Customer_202,customer936@example.com,2022-01-12
482,Customer_488,customer155@example.com,2022-01-25
913,Customer_738,customer256@example.com,2022-01-27
392,Customer_961,customer581@example.com,2022-01-30
731,Customer_721,customer294@example.com,2022-01-08
922,Customer_357,customer45@example.com,2022-01-19
68,Customer_238,customer797@example.com,2022-01-01
20,Customer_428,customer962@example.com,2022-01-20
403,Customer_935,customer458@example.com,2022-01-15
796,Customer_724,customer376@example.com,2022-01-26
635,Customer_316,customer466@example.com,2022-01-15
670,Customer_70,customer208@example.com,2022-01-04
97,Customer_451,customer881@example.com,2022-01-20
18,Customer_248,customer561@example.com,2022-01-02
658,Customer_91,customer440@example.com,2022-01-19
412,Customer_522,customer388@example.com,2022-01-11
287,Customer_422,customer672@example.com,2022-01-07
868,Customer_445,customer172@example.com,2022-01-10
388,Customer_871,customer889@example.com,2022-01-07
523,Customer_893,customer8@example.com,2022-01-05
713,Customer_446,customer822@example.com,2022-01-22
244,Customer_892,customer941@example.com,2022-01-01
969,Customer_519,customer378@example.com,2022-01-15
704,Customer_534,customer343@example.com,2022-01-20
51,Customer_767,customer835@example.com,2022-01-05
838,Customer_545,customer705@example.com,2022-01-05
75,Customer_484,customer91@example.com,2022-01-13
130,Customer_64,customer59@example.com,2022-01-04
201,Customer_477,customer112@example.com,2022-01-28
427,Customer_137,customer990@example.com,2022-01-17
697,Customer_225,customer949@example.com,2022-01-30
105,Customer_991,customer767@example.com,2022-01-02
377,Customer_178,customer540@example.com,2022-01-13
815,Customer_231,customer916@example.com,2022-01-26
171,Customer_818,customer646@example.com,2022-01-21
